name,status,espnId,dob,citizenship,debutUsed,checkNote
Yuma Onishi,miss,,,,,
Adan Adame,miss,,,,,
Anthony Martinez,miss,,,,,
Zack Davis,found,4888604,1989-01-07,USA,2018-08-18,
Joe Aguirre,miss,,,,,
Adriele Castro,found,5360468,2001-06-26,Brazil,2022-07-23,
Scott Gregory,miss,4868639,,,,no dob on record
Joe Bird,miss,,,,,
Matias Juarez,found,4913017,1985-10-09,Argentina,2013-04-12,
Luis Felipe Filgueira da Silva,miss,3896929,,,,no dob on record
Leo Valdivia,found,4045942,1988-03-17,USA,2011-02-26,
Kenji Kato,miss,5101816,,,,no dob on record
Craig Grove,miss,5153239,,,,no dob on record
Rafal Kijanczuk,found,4576262,1992-10-29,Poland,2021-05-08,
Dulce Garcia,miss,,,,,
Hemerson Hubaldo,miss,3903404,,,,no dob on record
Adrian Zielinski,found,4071387,1986-12-05,Poland,2011-10-15,
Omar Khaled Fayoumi,miss,,,,,
Joaquim Polonia,miss,4915430,,,,no dob on record
Rander Junio,miss,3722869,,,,no dob on record
Sharif Jones,found,5367420,1992-04-14,,2014-03-15,
Diego Davella,found,3166086,1988-03-13,,2011-02-19,
Jeff Peterson,found,3954845,1990-01-07,USA,2008-03-29,
Denis Mutsnek,miss,3957039,,,,no dob on record
Niko Gjoka,miss,3082297,,,,no dob on record
Kenneth Agosto,miss,,,,,
Jenna Williams,miss,,,,,
Alessandro Capone,miss,,,,,
Joakim Jankovic,miss,5289356,,,,no dob on record
Satoshi Hasegawa,miss,,,,,
Alexander Barahona,found,4863832,1993-12-10,Mexico,2017-08-23,
Mandy Polk,found,3962320,1985-01-28,USA,2014-07-19,
Caleb Williams,found,4010742,1991-02-01,,2012-09-29,
Florent Betorangal,found,3041136,1983-05-01,,2013-04-13,
Takuji Kobayashi,miss,,,,,
Denis Tripsansky,miss,,,,,
Anthony Rozema,found,4705663,1989-08-08,USA,2015-08-15,
Pablo Benaion,found,5295650,1988-08-29,Brazil,2021-02-20,
John Mercurio,miss,3096942,,,,no dob on record
Vincenzo Iannuzzo,miss,,,,,
Eiji Mitsuoka,found,2488370,1976-01-01,,2003-07-13,
Yuto Aragaki,miss,,,,,
Oli Thompson,found,2557453,1980-01-02,England,2009-04-03,
Lisbeth Lopez Silva,miss,,,,,
Florentino Gilaranz,miss,,,,,
Justin Smitley,miss,2503667,,,,no dob on record
Ezekiel Latu,found,5282654,1990-12-27,USA,2022-09-24,
Thales Adriel,miss,5074226,,,,no dob on record
Steve Watson,miss,3077591,,,,no dob on record
Codale Ford,found,3113310,1979-05-13,,2010-01-16,
Luis Escudero,miss,,,,,
Yui Chul Nam,found,2966232,1981-07-16,South Korea,2009-04-29,
Matusalem Santos,rejected,5125495,,,,name mismatch: Matusalem dos Santos Domingos
Khamid Sultanbiev,found,4889781,1991-01-01,Russia,2010-06-05,
Issac Ware,miss,,,,,
Herbe Merito Novelo,miss,,,,,
Cameron Miller,found,4876307,1993-08-28,USA,2016-06-03,
Vitor Belfort,found,2354057,1977-04-01,Brazil,1998-10-16,
Amber Brown,found,3111759,1988-12-14,USA,2012-11-10,
Tadahide Aoki,miss,,,,,
Brad Tavares,found,2504643,1987-12-21,USA,2010-06-19,
Calvin Grube,miss,,,,,
Robson Da Silva Cavalcante,miss,,,,,
Sora Enmei,miss,,,,,
Charles Philpot,found,4915936,1994-09-05,USA,2019-06-15,
Marcus Govan,miss,4234254,,,,no dob on record
Magnus Onyeka Iversen,miss,,,,,
Nayara Hemily,rejected,4350864,,,,name mismatch: Nayara Hemily Cascardo
Quentin Fabra,miss,5135145,,,,no dob on record
Felipe Rocha,miss,,,,,
Milos Kostic,miss,5351436,,,,no dob on record
Cleilson Da Silva Pinto,miss,,,,,
Teppei Suwabe,miss,,,,,
Enrique Granados,rejected,5074227,,,,name mismatch: Enrique Granados Farrera
Paulo Pizzo,found,5369662,1980-10-11,Brazil,2016-12-17,
Sabrina Oliveira,found,5196891,2003-02-11,Brazil,2019-08-03,
Chisei Yohena,miss,,,,,
Claudia Zamora,found,4880393,1986-04-05,USA,2019-09-27,
Micael de Jesus,miss,4905077,,,,no dob on record
Cody Zappone,miss,4873398,,,,no dob on record
Dzhamal Magomedov,miss,4291582,,,,no dob on record
Josue Makowiecky da Silva,miss,3045919,,,,no dob on record
Nelson Velasques,miss,2957827,,,,no dob on record
Marcelo Brito,found,2501485,1977-11-27,,2005-06-11,
Hamzeh Trad,miss,5369443,,,,no dob on record
Sanad Armouti,miss,4596013,,,,no dob on record
Cristobal Renteria,miss,,,,,
Evgeny Ryazanov,found,4422078,1990-12-24,Russia,2016-02-21,
Jamie Naasz,miss,,,,,
Christopher Boasso,miss,,,,,
Danyelle Williams,found,4057686,1981-12-09,USA,2011-10-07,
Gabriel Gilthon,miss,,,,,
Maro Perak,found,2560708,1982-09-23,,2008-12-12,
Adrian Dudek,miss,,,,,
Kristina Pettigrew,miss,4912586,,,,no dob on record
Jorge Clay,miss,3029671,,,,no dob on record
Alberth Dias,found,4637428,1992-01-20,Brazil,2012-11-30,
Kelvin Bowen,miss,5196591,,,,no dob on record
Tsogookhuu Amarsanaa,found,4415120,1990-08-25,Mongolia,2018-04-28,
Liana Jojua,found,4295833,1995-03-22,Georgia,2016-08-20,
Bektursyn Syrym,miss,,,,,
Domen Drnovsek,miss,,,,,
Rex Griepertrop,miss,4565466,,,,no dob on record
Yajaira Cunningham,found,4868136,1991-07-29,USA,2018-09-22,
Kazuhide Shirota,miss,4378413,,,,no dob on record
Ronald Vasquez,miss,,,,,
Rustem Kudaibergenov,miss,,,,,
Craig Shintani,found,4878385,1991-07-18,Canada,2016-09-17,
Josh Grispi,found,2354170,1988-10-14,,2009-06-07,
Ravena Oliveira,found,5159959,1997-02-20,Brazil,2017-06-10,
Oskar Somerfeld,miss,4077690,,,,no dob on record
Ronnie Mann,found,2505281,1986-10-12,England,2006-05-28,
Andre Luis de Oliveira,miss,,,,,
Marco Thomas Bosca,miss,5105830,,,,no dob on record
Xavier Sedras,found,3797084,1990-12-31,South Africa,2014-12-07,
Sarah Vieitez,miss,,,,,
Daniel Hromek,miss,,,,,
Issa Moroishi,miss,,,,,
Valto Carvalho Ribeiro,miss,,,,,
Aoi Kuriyama,miss,,,,,
Shunichi Shimizu,found,3019078,1985-01-31,Japan,2005-07-24,
Rodrigo Espinola Soria,miss,,,,,
Leon Mynhardt,miss,4331795,,,,no dob on record
Mauricio Nievas,miss,,,,,
Logan Nail,found,3509225,1989-06-20,,2014-02-21,
Bakytbek Duishobaev,miss,4691013,,,,no dob on record
Richard Schiller,miss,3089310,,,,no dob on record
Mary Rosenbeck,miss,,,,,
Taiga Masuda,miss,,,,,
James Carvalho,miss,3093512,,,,no dob on record
Amirlan Amirov,miss,4713798,,,,no dob on record
Brennan Sevin,miss,,,,,
J.D. Domengeaux,miss,,,,,
Dimitri Waardenburg,found,2516124,1989-10-12,Canada,2010-06-26,
Khabib Gaziev,miss,5360472,,,,no dob on record
Fernando Salto,miss,,,,,
Kristi Lopez,found,3167159,1983-02-04,,2014-01-18,
Travis Marx,found,2953002,1977-10-25,,2008-05-17,
Aaron Gomez,miss,,,,,
Neil Grove,ambiguous,,,,,2 MMA ids
Makoa Cooper,found,5000979,2000-09-30,USA,2022-03-04,
Dawid Kareta,miss,5101407,,,,no dob on record
Chris San Jose,miss,4612865,,,,no dob on record
Christian Giovannie,miss,4387345,,,,no dob on record
Gota Yamashita,miss,4031347,,,,no dob on record
Emilio Williams,found,4900190,1991-08-21,USA,2016-07-23,
Angel Rodriguez,rejected,5125482,,,,name mismatch: Alberto Rodriguez
Joe Hernandez,miss,2951250,,,,no dob on record
Ricardo Centeno,miss,4872699,,,,no dob on record
Jacob Bohn,found,4076471,1989-01-16,USA,2014-04-26,
Katherine Corogenes,found,5103715,1989-04-16,USA,2019-11-15,
Justin Rascon,miss,,,,,
Amirkhon Atakhanov,miss,,,,,
Justin Wilcox,miss,2553295,,,,no dob on record
Leandro Rodrigues Pontes,found,2965182,1987-08-08,Brazil,2011-11-13,
Naomi Tataroglu,miss,4712154,,,,no dob on record
Mumia Abu Dey-Ali,found,4869323,1980-09-18,USA,2016-04-02,
Antonio Bushev,found,5323953,1998-01-25,Bulgaria,2022-04-02,
Nacim Belhouachi,miss,,,,,
Ryosuke Nakagiri,miss,,,,,
Robson Moura,miss,2952129,,,,no dob on record
Zvonimir Kralj,found,4424017,1992-06-16,Sweden,2013-06-01,
Ezekiel Wily,miss,,,,,
Ainiwaer Ailiyaer,miss,,,,,
Heriberto Tovar,miss,5093796,,,,no dob on record
Charlie Valencia,miss,2465555,,,,no dob on record
Jonathan Ortiz,found,5119744,1992-11-24,USA,2019-07-20,
Jessie Riggleman,miss,2950980,,,,no dob on record
Taiki Yonamine,miss,,,,,
Alan Cantu,miss,3113198,,,,no dob on record
Sitik Muduev,found,4576791,1990-07-21,Russia,2018-01-13,
Eloy Garza,found,3156333,1990-05-18,,2012-01-28,
Yuki Yasunaga,found,3016188,1983-02-02,,2009-02-28,
Adam Cella,found,3024447,1985-06-26,USA,2011-09-16,
Tomasz Langowski,miss,5201323,,,,no dob on record
Oskar Szczepaniak,found,5134956,1999-07-29,Poland,2021-04-30,
Mathys Duragrin,miss,5292384,,,,no dob on record
Olutobi Ayodeji Kalejaiye,miss,,,,,
Sonny Yohn,miss,4242686,,,,no dob on record
Emmanuel Verdier,found,4423432,1993-12-25,USA,2016-06-24,
Kasym Anuarbek,miss,,,,,
Ana Carolina Araujo,miss,,,,,
Momoka Hoshuyama,miss,,,,,
Bichi Zakaria,miss,5215307,,,,no dob on record
Brandon Evans,found,4288904,1996-01-15,USA,2022-11-18,
Thiago Alves,ambiguous,,,,,2 MMA ids
Keiichiro Yamamiya,miss,2498648,,,,no dob on record
Eddie Mendez,found,2612668,1984-01-16,USA,2011-12-17,
Simone da Silva,ambiguous,,,,,3 MMA ids
Anthony Engelen,found,4232027,1985-06-23,Netherlands,2013-01-26,
Mayu Kawanishi,miss,,,,,
Daniyar Babakulov,miss,4062458,,,,no dob on record
Isaiah William,miss,,,,,
Javier Vazquez,found,2500458,1977-07-16,,2003-11-14,
Daniel Toledo,miss,4008539,,,,no dob on record
Ben Alloway,found,3009715,1981-02-19,Australia,2011-06-03,
Khilola Sobirova,miss,5145999,,,,no dob on record
Brian Del Rosario,found,4610151,1989-10-16,USA,2017-08-19,
Emiliano Calderon,found,5151878,1994-02-04,Argentina,2015-04-26,
Yohei Komaki,miss,4913034,,,,no dob on record
Nick Burgos,miss,,,,,
Taylor Escamilla,found,2274205,1988-01-30,USA,2019-05-22,
Norman Paraisy,found,2560091,1986-07-01,,2010-10-02,
Ron Scolesdang,found,3164480,1985-08-08,,2011-04-23,
Jusei Aquila,miss,,,,,
Pat Casey,found,4388599,1990-10-17,,2018-02-16,
Jamie Kelly,found,4905298,1999-02-17,England,2017-09-30,
Rentsen Otgontulga,found,4687035,1992-02-28,Mongolia,2014-03-29,
Marcellus Wallace,miss,,,,,
Marie Loiseau,found,5057394,1980-07-03,France,2018-06-02,
Damion Shehan,miss,4393213,,,,no dob on record
Shinebaatar Bat-Erdene,miss,,,,,
Jesse Merritt,miss,4253084,,,,no dob on record
Christina Stelliou,found,4701826,1995-11-19,Greece,2015-01-18,
Jose de Arimateia Mesquita dos Santos,miss,2966169,,,,no dob on record
Taiyo Ogawa,miss,,,,,
Garrett Carlson,found,5218993,1997-06-18,USA,2022-04-23,
Eduardo Rufino,rejected,4916280,,,,name mismatch: Carlos Eduardo Rufino Ananias
Taylor Krahl,found,4043434,1992-08-20,USA,2010-09-24,
Alexandre Ramos,miss,3094569,,,,no dob on record
Collin Hart,found,3026139,1989-10-12,USA,2010-09-09,
Jaewoong Byeon,miss,,,,,
Taisei Otsuki,found,5139005,1998-02-19,Japan,2022-05-15,
Tony Mustard,miss,4898182,,,,no dob on record
Yuri Neles,found,5291154,1992-08-05,Brazil,2019-04-13,
Andre Amaral Azevedo,miss,,,,,
Ulysses Molina,miss,5219924,,,,no dob on record
Derrick Brown,miss,,,,,
Takuei Teraoka,miss,,,,,
Kohl Laren,miss,,,,,
Annie Thatcher,miss,5127838,,,,no dob on record
Sofian Bougamoun,found,5093604,1987-10-28,France,2016-11-26,
Islam Kamoldinov,miss,4888684,,,,no dob on record
Armando Sixel,miss,3106989,,,,no dob on record
Taison Naito,found,5011066,1989-06-07,Japan,2014-02-22,
Ebrahim Hosseinpour,found,5203661,1983-08-02,Germany,2015-07-04,
Morten Djursaa,miss,3088216,,,,no dob on record
George Frangie,miss,,,,,
Dirlei Broenstrup,found,2996753,1981-06-23,Brazil,2009-04-18,
Jomal Rodriguez,miss,,,,,
Tim Sosa,found,3960068,1988-01-26,USA,2013-09-06,
Chuck ONeil,miss,,,,,
Claudio Coutinho,miss,4713662,,,,no dob on record
Julio Ramirez,rejected,4896630,,,,name mismatch: Julio Cesar Ramirez
Harda Karim,found,5210892,1996-03-26,,2023-02-26,
Sodik Ismailov,miss,4688517,,,,no dob on record
Brandon Faumui,miss,3953442,,,,no dob on record
Luis Jauregui,miss,3027530,,,,no dob on record
Jacobo Apito,miss,,,,,
Matt Thompson,miss,2487722,,,,no dob on record
Clara Ricignuolo,found,4568517,1997-11-19,France,2017-01-29,
Xingqiang Yang,miss,,,,,
Welldon Silva de Oliveira,miss,,,,,
Patrick Gomes,ambiguous,,,,,2 MMA ids
Bekten Zhekshenbek,miss,,,,,
Nick Hawkins,miss,,,,,
Jesus Sanchez,miss,,,,,
Ralph Alves,miss,,,,,
Toby Oden,miss,3722436,,,,no dob on record
Alptekin Ozkilic,found,2975297,1986-03-27,USA,2011-02-04,
Austin Robinson,found,5138566,1998-02-07,USA,2021-12-10,
Jorge Lucas,miss,5146241,,,,no dob on record
Jerome Jones,found,3078293,1984-10-31,,2012-02-25,
Pengshuai Liu,found,4575877,1996-07-19,China,2016-06-05,
Ethan Thomas,miss,5281027,,,,no dob on record
Valentina Scatizzi,miss,5127823,,,,no dob on record
Mattia Schiavolin,found,3965321,1984-10-08,Italy,2012-09-28,
Steven Ciaccio,miss,3902953,,,,no dob on record
Kohlman Scribner,found,5078151,1996-02-02,USA,2017-06-17,
Judith Ruis,found,4065620,1985-02-19,Germany,2014-05-10,
Lirim Rufati,found,4881850,1988-02-15,USA,2018-11-16,
Christian Lira,found,4683534,1991-06-14,USA,2016-09-10,
Ulan Tamgabaev,found,5309074,1992-08-17,Kazakhstan,2018-10-14,
Seth Baczynski,found,2504644,1981-10-26,USA,2005-09-30,
John Cris Corton,miss,4346487,,,,no dob on record
George Martinez,found,4713663,1995-05-03,USA,2018-11-03,
Ji Yeon Kim,found,3155846,1989-10-18,South Korea,2013-11-24,
Andres Cisneros,miss,,,,,
Abner Lloveras,found,2483868,1982-09-04,Spain,2004-08-22,
Tomas Malik,miss,,,,,
Ulysses Diaz,miss,,,,,
Ron Fields,miss,2501363,,,,no dob on record
Marlin Weikel,miss,2969483,,,,no dob on record
Kamil Lebkowski,found,4415103,1988-02-10,Poland,2014-02-15,
Jonathon Morris,miss,4613175,,,,no dob on record
Hossein Ghorbani,miss,4895355,,,,no dob on record
Vania Brun Caceres,miss,,,,,
Xavier Martin,miss,,,,,
Karo Parisyan,found,2335701,1982-08-28,,2003-02-15,
Gabriel Wolff,miss,3143715,,,,no dob on record
Brandon Groom,miss,4283896,,,,no dob on record
Giorgi Lobzhanidze,miss,4873806,,,,no dob on record
Kota Shirakawa,found,5142294,1993-05-31,Japan,2019-04-07,
Christian Ornelas,miss,,,,,
Toshihiro Shimizu,found,2951533,1987-01-06,Japan,2007-05-20,
Victor Perciliano,found,5116126,1998-06-12,Brazil,2016-03-06,
Ruslan Hisamutdinov,miss,4576789,,,,no dob on record
Marcelo Palombo de Souza,miss,2999931,,,,no dob on record
Tim Boetsch,found,2335531,1981-01-28,USA,2010-11-20,
Dwiki Rama Dewantara,miss,,,,,
Jenna Serio,miss,4226949,,,,no dob on record
Brittney Cloudy,found,4350799,1990-01-14,USA,2018-07-21,
Orlando Jimenez,miss,5204378,,,,no dob on record
Miran Fabjan,miss,,,,,
Lucie Bertaud,found,4581345,1985-03-03,France,2016-04-02,
Ryo Chonan,found,2335667,1976-10-08,,2001-05-05,
Jacob Hebeisen,found,3077836,1984-03-21,USA,2010-05-22,
Arnaldo Franca,miss,5078578,,,,no dob on record
Colton Smith,found,3002086,1987-08-14,USA,2013-05-25,
Ruan Machado,miss,,,,,
Paco Estevez,miss,4070323,,,,no dob on record
Gerardo Julio Gallegos,miss,3900204,,,,no dob on record
Wayman Carter,found,3107710,1978-07-21,USA,2011-12-23,
Takuya Nagata,miss,,,,,
Ramazan Kurbanismailov,miss,2966187,,,,no dob on record
Lincoln Barbosa,found,4915969,1984-08-16,Brazil,2015-12-13,
Bjoern Schmiedeberg,miss,4034214,,,,no dob on record
Luis Perez,miss,,,,,
Joshua Clark,miss,,,,,
Soufyan Aarab,miss,4898183,,,,no dob on record
Thyago Silva Nascimento,miss,,,,,
Craig Campbell,found,3656983,1985-04-29,USA,2013-09-14,
Javonne Morrison,miss,5105321,,,,no dob on record
Alex Zuniga,ambiguous,,,,,2 MMA ids
Seong Jae Kim,miss,,,,,
Antonio Carvalho,found,2504814,1979-05-30,,2005-08-20,
Ericka Almeida,found,3895652,1989-03-05,Brazil,2014-09-06,
Dawid Zan,miss,,,,,
Kento Azumi,miss,,,,,
Alejandro Marroquin,found,5295689,1990-07-03,Mexico,2012-05-07,
Jones Murilo,miss,,,,,
Ty Freeman,found,4239668,1989-04-23,USA,2011-02-20,
Carl Seumanutafa,found,2558491,1983-06-15,Samoa,2007-03-22,
Johan Vanttinen,found,3077825,1989-08-08,Finland,2011-04-30,
Brendan Lesar,found,4694831,1994-01-31,South Africa,2016-03-05,
Jaymee Jones,found,3960417,1985-04-07,,2014-03-28,
Jhonatan Cieza,miss,4710394,,,,no dob on record
Petras Markevicius,miss,2501252,,,,no dob on record
Yuuki Takeda,miss,,,,,
Arslan Otchiyev,miss,5099709,,,,no dob on record
Kohei Harazoe,miss,5116200,,,,no dob on record
Joao Luiz Nogueira,found,3030258,1984-10-21,Brazil,2011-02-19,
Kenneth Thomas,miss,,,,,
Jimmy Padilla,miss,,,,,
Adrian Perrone,miss,5123445,,,,no dob on record
Alex Myers,miss,,,,,
Alex Riggs,miss,,,,,
Megumi Fujii,found,2528576,1974-04-26,,2010-10-28,
Manolo Zecchini,found,5157247,1996-10-22,Italy,2022-05-14,
LeRoy Martinez,found,3164871,1984-06-10,USA,2012-11-17,
Bohumil Lungrik,miss,2590012,,,,no dob on record
Blazej Majdan,miss,4375233,,,,no dob on record
Danillo Santos,miss,,,,,
Fabio Verediano,miss,,,,,
Teemu Packalen,found,3127951,1987-05-22,Finland,2013-11-09,
Nicco Montano,found,4065618,1988-12-16,USA,2016-02-20,
Albert Kocerba,miss,,,,,
Sam Slater,found,4873803,1994-03-19,Ireland,2018-05-12,
Drew Morais,found,3412109,1988-09-19,,2013-10-05,
Andrew Natividad,miss,4031266,,,,no dob on record
Antonio Luiz Gomes Soares,miss,4379325,,,,no dob on record
Charmaine Tweet,found,2610820,1977-04-30,,2013-06-01,
James Hay,found,5345290,1992-11-05,Puerto Rico,2018-04-26,
Wallace de Macedo,miss,,,,,
Kazuto Murokawa,miss,,,,,
Ivan Sousa,miss,,,,,
Takaya Takemoto,miss,,,,,
Kazuma Sone,found,4426142,1988-02-11,Japan,2009-02-08,
Daniel Gonzales,found,5351579,1997-06-09,USA,2021-07-24,
Kaio Tavares de Santanna,found,3939914,1994-06-29,Mexico,2013-12-14,
Stefan Zvijer,found,4348830,1992-06-12,Serbia,2013-05-26,
Mukagali Nessipbay,miss,,,,,
Satoshi Fujikawa,miss,5070448,,,,no dob on record
Henrique Mello,miss,2555482,,,,no dob on record
Diego Aleman,miss,,,,,
Natalie Schlesinger,miss,,,,,
Moustapha Senghor,miss,,,,,
Pedro Machado,miss,,,,,
Zabiullah Mubarez,miss,,,,,
Kevin Belingon,found,2996082,1987-10-30,Philippines,2012-03-31,
Dorobshokh Nabotov,found,5244640,1999-01-31,Tajikistan,2023-11-10,
Ernesto Galan,miss,,,,,
Fabricio Franco,found,4915979,1994-07-07,Brazil,2014-04-09,
Itay Lipszyc,miss,,,,,
Dioginis Souza,miss,4320894,,,,no dob on record
Imam Akhmad Iskhakov,miss,,,,,
Alan Johnston,found,3149337,1991-04-02,,2011-06-18,
Jack Young,miss,4293906,,,,no dob on record
Niklas Backstrom,found,3105013,1989-08-22,Sweden,2014-03-22,
Stjepan Bekavac,found,3076912,1982-12-28,,2009-04-25,
Per Franklin,found,4011878,1983-07-21,,2012-05-06,
Naoki Ueda,miss,5070263,,,,no dob on record
Eric Iman,miss,4393138,,,,no dob on record
Brian Grinnell,found,3937432,1988-01-17,USA,2010-06-19,
Gregory Sizemore Jr.,miss,,,,,
Scott McAfee,found,2556647,1983-08-23,,2006-07-12,
Alice Ardelean,found,3977988,1992-04-19,Romania,2022-03-19,
Yosei Shibayama,found,5364292,2003-08-25,Japan,2023-08-27,
Michelle Waterson-Gomez,found,2951504,1986-01-06,USA,2012-10-06,
Clecio Gomes da Silva,found,4805957,1986-09-17,,2014-09-20,
Irapuaci Souza,miss,,,,,
Otgonbaatar Nergui,found,3103632,1987-03-20,Mongolia,2018-03-29,
Temuulen Algirmaa,miss,5145021,,,,no dob on record
Marcos Antonio Luz Santos,miss,,,,,
Mike Whitehead,found,2354536,1981-06-29,USA,2007-12-09,
Teddy Violet,found,3925497,1991-08-29,France,2013-03-16,
Jack Holt,miss,5119612,,,,no dob on record
Timothy Woods,miss,3039210,,,,no dob on record
Erick Murray,found,4411983,1993-06-21,,2017-07-15,
Deivison Francisco Ribeiro,found,3078147,1989-03-06,Brazil,2007-05-11,
Saray Orozco,found,4408681,1991-05-12,Mexico,2015-09-05,
Dallas Jennings,found,4806246,1990-11-07,USA,2017-01-21,
Rodrigo Carlos,found,3088831,1981-12-10,Brazil,2009-09-03,
Ron Henderson,miss,4011317,,,,no dob on record
Christian Larsen,miss,,,,,
Mateus Messaros Inacio,miss,,,,,
Rambaa Somdet,miss,2972877,,,,no dob on record
Masakazu Utsugi,miss,4025404,,,,no dob on record
Masayuki Okude,miss,2558313,,,,no dob on record
Alan Gomes de Castro,miss,,,,,
Anshul Jubli,found,5068811,1995-01-13,India,2020-12-15,
Ammari Diedrick,miss,,,,,
Samuel Rocha,found,5238110,1993-08-15,Brazil,2013-06-29,
Dino Gambatesa,found,2555611,1985-02-24,Wales,2008-11-09,
Steve McIntosh,miss,4739538,,,,no dob on record
Richard Foster,found,3115023,1984-09-24,USA,2012-04-28,
Sergey Chmel,miss,5216980,,,,no dob on record
Alex Poinar,miss,,,,,
Isaiah Monroe,miss,,,,,
Kieran Malone,found,4237299,1991-08-30,Scotland,2012-11-18,
Max Humphrey,found,4418531,1988-10-23,,2017-03-04,
Ryusaku Yabumoto,miss,,,,,
Ahmet Rasim Pala,miss,,,,,
Harry Johnson,miss,2969828,,,,no dob on record
Giorgi Tabatadze,found,5092869,1989-01-21,Georgia,2017-12-17,
Robert Casper,found,5145573,1995-03-13,USA,2017-04-20,
Matt Perez,miss,3960451,,,,no dob on record
Jhoncleyson Da Conceicao Sobre,miss,,,,,
Roza Gumienna,found,5130186,1989-08-06,Poland,2019-10-26,
Sam Bird,miss,5124325,,,,no dob on record
Israel Delgado,found,4407929,1985-11-22,USA,2014-11-08,
Tomas Bolo,miss,4682554,,,,no dob on record
Itzel Esquivel,found,4248657,1996-07-11,USA,2017-02-17,
Jeff Crotty,miss,3949550,,,,no dob on record
Issei Moriyama,miss,4727565,,,,no dob on record
Mitch Wood,miss,,,,,
Daisuke Endo,miss,2555220,,,,no dob on record
Darren Crisp,miss,2553297,,,,no dob on record
Gage Mitchell,miss,,,,,
Bryen Dao,miss,5369441,,,,no dob on record
Yukari Nabe,miss,4407270,,,,no dob on record
Naoyuki Tsumura,miss,,,,,
Batsuren Davaajamts,found,5341762,1987-09-21,Mongolia,2017-07-07,
Jack McGann,found,4008544,1993-05-18,,2013-10-20,
Dustin Pague,found,2499693,1987-08-05,,2008-10-11,
Takashi Maeda,miss,,,,,
Shota Takagi,miss,,,,,
Chris David,miss,2527928,,,,no dob on record
Omurbek Ashirbekov,miss,,,,,
Tsubasa Morii,miss,,,,,
Tyson Jeffries,miss,2502715,,,,no dob on record
Abdul Mohamed,miss,2500311,,,,no dob on record
Jorge Patino,found,2512068,1973-05-08,Brazil,2013-03-01,
Fernando de Sousa Costa,miss,,,,,
Victor Marinho,found,4356016,1988-11-16,Portugal,2013-05-04,
Sherzod Ibodiloev,miss,,,,,
Daniel Boehle,miss,,,,,
Kentaro Watanabe,found,3068130,1983-10-03,Japan,2008-03-23,
Dallas Dodd,miss,,,,,
Antonio Hernandez,found,4882012,1993-06-09,Mexico,2018-05-08,
Marcos Bruno Almeida,rejected,5141986,,,,name mismatch: Marcos Bruno Almeida de Oliveira
Hayato Ogawa,miss,,,,,
Mateus Araujo dos Santos Costa,miss,,,,,
Eulogio Fernandez,found,3161166,1981-08-21,Spain,2013-02-16,
Bradan Erdman,found,4423468,1994-02-09,USA,2017-07-15,
Chris Fishgold,found,3956305,1992-06-06,England,2011-09-10,
Anatoli Ciumac,found,3095136,1974-05-19,Romania,2011-10-08,
Min Suk Heo,miss,2971038,,,,no dob on record
Andrei Arlovski,found,2354269,1979-02-04,USA,2008-10-04,
Yves Jabouin,found,2504563,1979-05-30,Canada,2009-10-10,
Cameron Williamson,miss,,,,,
Mark Oshiro,miss,2556827,,,,no dob on record
Hakon Foss,found,3120915,1986-07-05,Norway,2012-05-05,
Nick Compton,found,3134417,1982-01-23,USA,2011-01-15,
